field_100013_f,isPotionDurationMax,0,
field_104024_v,openGLWarningLink,0,
field_104025_t,threadLock,0,
field_104057_T,isGamemodeForced,2,
field_110126_a,FOOTPRINT_TEXTURE,0,
field_110127_a,EXPLOSION_TEXTURE,0,
field_110150_bn,lastAttackedEntity,2,
field_110151_bq,absorptionAmount,2,
field_110153_bc,lastDamage,2,
field_110154_aX,onGroundSpeedFactor,2,
field_110155_d,attributeMap,2,
field_110156_b,SPRINTING_SPEED_BOOST_ID,2,
field_110157_c,SPRINTING_SPEED_BOOST,2,
field_110158_av,swingProgressInt,2,
field_110168_bw,leashHolder,2,
field_110169_bv,isLeashed,2,
field_110170_bx,leashNBTTag,2,
field_110179_h,FLEEING_SPEED_MODIFIER_UUID,2,
field_110181_i,FLEEING_SPEED_MODIFIER,2,
field_110184_bp,MODIFIER_UUID,2,
field_110185_bq,MODIFIER,2,
field_110186_bp,SPAWN_REINFORCEMENTS_CHANCE,2,
field_110187_bq,BABY_SPEED_BOOST_ID,2,
field_110188_br,BABY_SPEED_BOOST,2,
field_110189_bq,ATTACK_SPEED_BOOST_MODIFIER_UUID,2,
field_110190_br,ATTACK_SPEED_BOOST_MODIFIER,2,
field_110192_bp,ATTACKING_SPEED_BOOST_ID,2,
field_110193_bq,ATTACKING_SPEED_BOOST,2,
field_110268_bz,HORSE_TEXTURES,2,
field_110269_bA,HORSE_TEXTURES_ABBR,2,
field_110271_bv,JUMP_STRENGTH,2,
field_110274_bs,temper,2,
field_110275_br,horseJumping,2,
field_110276_bu,IS_HORSE_BREEDING,2,
field_110277_bt,jumpPower,2,
field_110278_bp,tailCounter,2,
field_110279_bq,sprintCounter,2,
field_110280_bR,horseTexturesArray,2,
field_110281_bL,rearingAmount,2,
field_110282_bM,prevRearingAmount,2,
field_110283_bJ,headLean,2,
field_110284_bK,prevHeadLean,2,
field_110285_bP,gallopTime,2,
field_110286_bQ,texturePrefix,2,
field_110287_bN,mouthOpenness,2,
field_110288_bO,prevMouthOpenness,2,
field_110290_bE,openMouthCounter,2,
field_110291_bB,HORSE_MARKING_TEXTURES,2,
field_110292_bC,HORSE_MARKING_TEXTURES_ABBR,2,
field_110294_bI,allowStandSliding,2,
field_110295_bF,jumpRearingCounter,2,
field_110296_bG,horseChest,2,
field_110320_a,horseJumpPowerCounter,0,
field_110321_bQ,horseJumpPower,0,
field_110323_l,STAT_ICONS,0,
field_110324_m,ICONS,0,
field_110325_k,OPTIONS_BACKGROUND,0,
field_110328_d,PUMPKIN_BLUR_TEX_PATH,0,
field_110329_b,VIGNETTE_TEX_PATH,0,
field_110330_c,WIDGETS_TEX_PATH,0,
field_110351_G,backgroundTexture,0,
field_110352_y,MINECRAFT_TITLE_TEXTURES,0,
field_110353_x,SPLASH_TEXTS,0,
field_110444_H,LOCATION_MOJANG_PNG,0,
field_110445_I,MAC_DISPLAY_MODES,0,
field_110446_Y,fileAssets,0,
field_110447_Z,launchedVersion,0,
field_110448_aq,resourcePackRepository,0,
field_110449_ao,defaultResourcePacks,0,
field_110450_ap,defaultResourcePack,0,
field_110451_am,resourceManager,0,
field_110452_an,metadataSerializer,0,
field_110453_aa,proxy,0,
field_110456_c,serverProxy,2,
field_110463_b,packFormat,0,
field_110464_a,packDescription,0,
field_110465_b,charLefts,0,
field_110466_c,charSpacings,0,
field_110467_a,charWidths,0,
field_110475_d,frameTime,0,
field_110476_b,frameWidth,0,
field_110477_c,frameHeight,0,
field_110478_a,animationFrames,0,
field_110481_b,textureClamp,0,
field_110482_a,textureBlur,0,
field_110498_b,frameTime,0,
field_110499_a,frameIndex,0,
field_110500_b,clazz,0,
field_110502_a,section,0,
field_110506_b,gsonBuilder,0,
field_110507_c,gson,0,
field_110508_a,metadataSectionSerializerRegistry,0,
field_110520_f,locationTexturePackIcon,0,
field_110521_d,rePackMetadataSection,0,
field_110524_c,reResourcePack,0,
field_110529_f,mcmetaJsonChecked,0,
field_110530_g,mcmetaJson,0,
field_110531_d,mcmetaInputStream,0,
field_110532_e,srMetadataSerializer,0,
field_110533_b,srResourceLocation,0,
field_110534_c,resourceInputStream,0,
field_110535_a,mapMetadataSections,0,
field_110539_b,frmMetadataSerializer,0,
field_110540_a,resourcePacks,0,
field_110546_b,reloadListeners,0,
field_110547_c,rmMetadataSerializer,0,
field_110548_a,domainResourceManagers,0,
field_110553_a,glTextureId,0,
field_110559_g,textureUploaded,0,
field_110560_d,bufferedImage,0,
field_110561_e,imageThread,0,
field_110562_b,imageUrl,0,
field_110563_c,imageBuffer,0,
field_110566_b,dynamicTextureData,0,
field_110567_b,layeredTextureNames,0,
field_110568_b,textureLocation,0,
field_110574_e,mapRegisteredSprites,0,
field_110575_b,LOCATION_BLOCKS_TEXTURE,0,
field_110582_d,resourceManager,0,
field_110583_b,listTickables,0,
field_110584_c,mapTextureCounters,0,
field_110585_a,mapTextureObjects,0,
field_110597_b,resourcePackFile,0,
field_110598_a,LOGGER,0,
field_110600_d,resourcePackZipFile,0,
field_110601_c,ENTRY_NAME_SPLITTER,0,
field_110608_a,DEFAULT_RESOURCE_DOMAINS,0,
field_110617_f,repositoryEntries,0,
field_110618_d,dirResourcepacks,0,
field_110619_e,repositoryEntriesAll,0,
field_110620_b,rprDefaultResourcePack,0,
field_110621_c,rprMetadataSerializer,0,
field_110622_a,RESOURCE_PACK_FILTER,0,
field_110625_b,path,2,
field_110626_a,namespace,2,
field_110684_D,frontRightLeg,0,
field_110685_E,frontRightShin,0,
field_110686_F,frontRightHoof,0,
field_110687_G,muleLeftChest,0,
field_110688_A,frontLeftLeg,0,
field_110689_B,frontLeftShin,0,
field_110690_C,frontLeftHoof,0,
field_110691_L,horseLeftSaddleRope,0,
field_110692_M,horseLeftSaddleMetal,0,
field_110693_N,horseRightSaddleRope,0,
field_110694_O,horseRightSaddleMetal,0,
field_110695_H,muleRightChest,0,
field_110696_I,horseSaddleBottom,0,
field_110697_J,horseSaddleFront,0,
field_110698_K,horseSaddleBack,0,
field_110699_Q,horseRightFaceMetal,0,
field_110700_P,horseLeftFaceMetal,0,
field_110701_S,horseRightRein,0,
field_110702_R,horseLeftRein,0,
field_110703_f,muleLeftEar,0,
field_110704_g,muleRightEar,0,
field_110705_d,horseLeftEar,0,
field_110706_e,horseRightEar,0,
field_110709_a,head,0,
field_110710_n,tailTip,0,
field_110711_o,backLeftLeg,0,
field_110712_l,tailBase,0,
field_110713_m,tailMiddle,0,
field_110714_j,mane,0,
field_110715_k,body,0,
field_110716_h,neck,0,
field_110717_i,horseFaceRopes,0,
field_110718_w,backLeftHoof,0,
field_110719_v,backLeftShin,0,
field_110720_z,backRightHoof,0,
field_110721_y,backRightShin,0,
field_110722_x,backRightLeg,0,
field_110723_a,knotRenderer,0,
field_110737_b,PARTICLE_TEXTURES,0,
field_110778_a,SHADOW_TEXTURES,0,
field_110782_f,BOAT_TEXTURES,0,
field_110785_a,EXPERIENCE_ORB_TEXTURES,0,
field_110787_a,ENDER_CRYSTAL_TEXTURES,0,
field_110789_a,MAP_BACKGROUND_TEXTURES,0,
field_110792_a,FISH_PARTICLES,0,
field_110798_h,RES_ITEM_GLINT,0,
field_110801_f,leashKnotModel,0,
field_110802_a,LEASH_KNOT_TEXTURES,0,
field_110804_g,MINECART_TEXTURES,0,
field_110807_a,KRISTOFFER_PAINTING_TEXTURE,0,
field_110810_f,WITHER_TEXTURES,0,
field_110811_a,INVULNERABLE_WITHER_TEXTURES,0,
field_110830_f,CREEPER_TEXTURES,0,
field_110833_a,COW_TEXTURES,0,
field_110835_a,BAT_TEXTURES,0,
field_110837_a,BLAZE_TEXTURES,0,
field_110839_f,ENDERMAN_TEXTURES,0,
field_110842_f,DRAGON_EXPLODING_TEXTURES,0,
field_110843_g,ENDERCRYSTAL_BEAM_TEXTURES,0,
field_110844_k,DRAGON_TEXTURES,0,
field_110852_a,LAYERED_LOCATION_CACHE,0,
field_110861_l,WITHER_SKELETON_TEXTURES,0,
field_110862_k,SKELETON_TEXTURES,0,
field_110864_q,ZOMBIE_VILLAGER_TEXTURES,0,
field_110865_p,ZOMBIE_TEXTURES,0,
field_110868_f,GHAST_SHOOTING_TEXTURES,0,
field_110869_a,GHAST_TEXTURES,0,
field_110871_a,ZOMBIE_TEXTURES,0,
field_110873_a,MAGMA_CUBE_TEXTURES,0,
field_110875_f,OCELOT_TEXTURES,0,
field_110876_g,RED_OCELOT_TEXTURES,0,
field_110877_a,BLACK_OCELOT_TEXTURES,0,
field_110878_h,SIAMESE_OCELOT_TEXTURES,0,
field_110880_a,MOOSHROOM_TEXTURES,0,
field_110882_a,SILVERFISH_TEXTURES,0,
field_110884_f,SHEARED_SHEEP_TEXTURES,0,
field_110887_f,PIG_TEXTURES,0,
field_110890_f,SPIDER_TEXTURES,0,
field_110893_a,CAVE_SPIDER_TEXTURES,0,
field_110895_a,SNOW_MAN_TEXTURES,0,
field_110897_a,SLIME_TEXTURES,0,
field_110899_a,IRON_GOLEM_TEXTURES,0,
field_110901_a,SQUID_TEXTURES,0,
field_110903_f,VILLAGER_TEXTURES,0,
field_110904_g,FARMER_VILLAGER_TEXTURES,0,
field_110905_l,SMITH_VILLAGER_TEXTURES,0,
field_110906_m,BUTCHER_VILLAGER_TEXTURES,0,
field_110907_k,PRIEST_VILLAGER_TEXTURES,0,
field_110908_h,LIBRARIAN_VILLAGER_TEXTURES,0,
field_110910_a,WITCH_TEXTURES,0,
field_110912_f,WITHER_TEXTURES,0,
field_110913_a,INVULNERABLE_WITHER_TEXTURES,0,
field_110915_f,TAMED_WOLF_TEXTURES,0,
field_110916_g,ANRGY_WOLF_TEXTURES,0,
field_110917_a,WOLF_TEXTURES,0,
field_110920_a,CHICKEN_TEXTURES,0,
field_110922_T,locationLightMap,0,
field_110923_r,SNOW_TEXTURES,0,
field_110924_q,RAIN_TEXTURES,0,
field_110925_j,CLOUDS_TEXTURES,0,
field_110926_k,END_SKY_TEXTURES,0,
field_110927_h,MOON_PHASES_TEXTURES,0,
field_110928_i,SUN_TEXTURES,0,
field_110929_d,RES_UNDERWATER_OVERLAY,0,
field_110931_c,RES_MAP_BACKGROUND,0,
field_110973_g,frameCounter,0,
field_110974_d,originY,0,
field_110975_c,originX,0,
field_110976_a,framesTextureData,0,
field_110977_n,minV,0,
field_110978_o,maxV,0,
field_110979_l,minU,0,
field_110980_m,maxU,0,
field_110982_k,animationMetadata,0,
field_110983_h,tickCounter,0,
field_110984_i,iconName,0,
field_110999_b,MISSING_TEXTURE_DATA,0,
field_111000_c,DATA_BUFFER,0,
field_111001_a,MISSING_TEXTURE,0,
field_111020_b,chest,2,
field_111021_b,chest,2,
field_111053_a,NUMERIC_VARIABLE_PATTERN,2,
field_111100_b,z,2,
field_111101_a,x,2,
field_111113_b,defaultValue,2,
field_111114_c,shouldWatch,2,
field_111115_a,translationKey,2,
field_111118_b,maximumValue,2,
field_111119_c,description,2,
field_111120_a,minimumValue,2,
field_111132_f,baseValue,2,
field_111133_g,needsUpdate,2,
field_111134_d,mapByName,2,
field_111135_e,mapByUUID,2,
field_111136_b,genericAttribute,2,
field_111137_c,mapByOperation,2,
field_111138_a,attributeMap,2,
field_111139_h,cachedValue,2,
field_111153_b,attributesByName,2,
field_111154_a,attributes,2,
field_111162_d,dirtyInstances,2,
field_111163_c,instancesByName,2,
field_111170_d,id,2,
field_111171_e,isSaved,2,
field_111172_b,operation,2,
field_111173_c,name,2,
field_111174_a,amount,2,
field_111176_d,targetY,2,
field_111177_e,targetZ,2,
field_111178_b,speed,2,
field_111179_c,targetX,2,
field_111180_a,horseHost,2,
field_111188_I,attributeModifierMap,2,
field_111192_g,previousTotalWorldTime,2,
field_111193_e,entries,2,
field_111202_k,divideByTen,2,
field_111203_a,MOON_PHASE_FACTORS,2,
field_111204_q,inhabitedTime,2,
field_111210_e,ATTACK_DAMAGE_MODIFIER,2,
field_111230_s,enchantmentTypes,2,
field_111242_f,horse,2,
field_111243_a,horseInventory,2,
field_111263_d,MOVEMENT_SPEED,2,
field_111264_e,ATTACK_DAMAGE,2,
field_111265_b,FOLLOW_RANGE,2,
field_111266_c,KNOCKBACK_RESISTANCE,2,
field_111267_a,MAX_HEALTH,2,
field_111273_g,locationFontTexture,0,
field_111274_c,UNICODE_PAGE_LOCATIONS,0,
field_111284_a,DECIMALFORMAT,2,
field_120014_b,ticks,1,
field_120015_a,server,1,
field_120021_b,server,1,
field_120036_d,msgs,1,
field_120037_e,server,1,
field_120038_b,values,1,
field_120039_c,vp,1,
field_120040_a,FORMATTER,1,
field_130068_bO,lastHealthScore,2,
field_130070_K,fileResourcepacks,0,
field_130074_a,JOINER_RESOURCE_PACKS,0,
field_130078_a,LOC_GRASS_PNG,0,
field_130079_a,LOC_FOLIAGE_PNG,0,
field_130222_e,rotated,0,
field_130223_c,width,0,
field_130224_d,height,0,
field_135017_as,languageManager,0,
field_135019_a,languages,0,
field_135029_d,unicode,0,
field_135030_b,SPLITTER,0,
field_135031_c,PATTERN,0,
field_135032_a,properties,0,
field_135036_d,bidirectional,0,
field_135037_b,region,0,
field_135038_c,name,0,
field_135039_a,languageCode,0,
field_135046_d,languageMap,0,
field_135047_b,metadataSerializer,0,
field_135048_c,currentLanguage,0,
field_135049_a,CURRENT_LOCALE,0,
field_135054_a,i18nLocale,0,
field_135057_d,setResourceDomains,0,
field_135065_b,EQUAL_SIGN_SPLITTER,2,
field_142016_bo,lastAttackedEntityTime,2,
field_142022_ce,serverBrand,0,
field_142025_a,IS_RUNNING_ON_MAC,0,
field_142048_a,isChild,2,
field_142050_e,timestamp,2,
field_142051_e,timestamp,2,
field_142052_b,revengeTimerOld,2,
field_143005_bX,playerLastActiveTime,2,
field_143008_E,maxPlayerIdleMinutes,2,
field_143013_d,entryDoor,2,
field_143015_k,averageGroundLvl,2,
field_143023_d,chunkPosZ,2,
field_143024_c,chunkPosX,2,
field_143029_e,structureData,2,
field_143037_d,componentClassToNameMap,2,
field_143038_b,startClassToNameMap,2,
field_143039_c,componentNameToClassMap,2,
field_143040_a,startNameToClassMap,2,
field_143044_a,tagCompound,2,
field_145761_f,customName,2,
field_145762_d,lastOutput,2,
field_145763_e,commandStored,2,
field_145764_b,successCount,2,
field_145765_c,trackOutput,2,
field_145766_a,TIMESTAMP_FORMAT,2,
field_145783_c,entityId,2,
field_145786_d,yTile,2,
field_145787_e,zTile,2,
field_145788_c,xTile,2,
field_145789_f,zTile,2,
field_145790_g,inTile,2,
field_145791_d,xTile,2,
field_145792_e,yTile,2,
field_145801_f,thrower,2,
field_145802_g,owner,2,
field_145803_d,LOGGER,2,
field_145804_b,pickupDelay,2,
field_145808_f,dontSetBlock,2,
field_145809_g,hurtEntities,2,
field_145810_d,tileEntityData,2,
field_145812_b,fallTime,2,
field_145813_c,shouldDropItem,2,
field_145815_h,fallHurtMax,2,
field_145816_i,fallHurtAmount,2,
field_145823_b,activatorRailCooldown,2,
field_145824_a,commandBlockLogic,2,
field_145846_f,tileEntityInvalid,2,
field_145847_g,blockMetadata,2,
field_145850_b,world,2,
field_145852_a,LOGGER,2,
field_145854_h,blockType,2,
field_145858_a,record,2,
field_145870_n,lastProgress,2,
field_145872_l,shouldHeadBeRendered,2,
field_145873_m,progress,2,
field_145875_k,extending,2,
field_145879_a,note,2,
field_145880_i,previousRedstoneState,2,
field_145882_a,spawnerLogic,2,
field_145900_a,inventory,2,
field_145901_j,transferCooldown,2,
field_145908_a,skullType,2,
field_145910_i,skullRotation,2,
field_145915_a,signText,2,
field_145916_j,isEditable,2,
field_145917_k,player,2,
field_145918_i,lineBeingEdited,2,
field_145922_s,customName,2,
field_145923_r,rand,2,
field_145924_q,tRot,2,
field_145925_p,bookRotationPrev,2,
field_145926_a,tickCount,2,
field_145927_n,bookSpreadPrev,2,
field_145928_o,bookRotation,2,
field_145929_l,flipA,2,
field_145930_m,bookSpread,2,
field_145931_j,pageFlipPrev,2,
field_145932_k,flipT,2,
field_145933_i,pageFlip,2,
field_145941_a,SLOTS_FOR_UP,2,
field_145942_n,customName,2,
field_145943_l,filledSlots,2,
field_145944_m,ingredientID,2,
field_145945_j,brewingItemStacks,2,
field_145946_k,brewTime,2,
field_145947_i,OUTPUT_SLOTS,2,
field_145956_a,furnaceBurnTime,2,
field_145957_n,furnaceItemStacks,2,
field_145958_o,furnaceCustomName,2,
